Edad,ID empleado,Fecha contratacion,Años de experiencia,Viajes realizados,Km totales recorridos,Tiempo de inactividad total,Incidentes de peligro,Renuncia
48,ae2905b9-eb8a-44b3-bffc-79cdb9eebe5c,2009-02-05,10,5003,1071719,346405,1,0
37,c84a6485-3102-4958-b91f-92c6301aed10,2011-09-30,12,3929,2114449,170284,3,0
38,dda60051-82c9-4000-81ee-38fdf661de37,2009-08-26,11,4921,1554577,231174,0,0
36,84f62e63-a1a2-4c2f-8a83-0327e6d0ed21,2022-05-09,5,809,505754,52582,0,1
24,fdeb7e1f-94b1-4b2c-bf1e-a936e4e6cc65,2021-07-22,1,788,582321,38565,0,1
30,e2615e73-f431-4f5d-84e7-83104ea97cbb,2019-05-08,7,1427,704692,87779,0,0
47,fccea643-898a-41a8-ba4b-23bf745cb11d,2008-09-20,3,3932,2322813,124178,0,1
23,882e34eb-e77c-488e-ab4a-7a49d56f4f64,2024-01-19,3,209,221372,18007,0,0
33,964d079d-7252-49d6-a3b5-c12da16ec12f,2012-05-24,8,3097,2005522,109589,0,0
36,db8ee3e4-81c2-4059-96a5-f58f2c86ef66,2008-12-06,1,3784,2188133,196183,1,1
53,e1a2204f-9437-47ae-bc98-3b75c5327df7,2024-01-25,23,201,233034,9593,0,0
46,c2be44c4-c498-44ce-993c-6b6063d95c55,2018-08-21,11,1999,856825,97161,0,0
35,e3bb1e8a-e572-4070-ac51-fdf17e744385,2021-06-19,3,753,535732,42239,0,1
50,4ec5f758-bd99-46c0-bd6b-b8fbdfd066ce,2001-07-10,29,6047,2375513,454170,0,0
34,0ac215af-5335-460e-85a8-5eec14c92009,2015-10-19,10,2784,739012,160048,0,0
48,4d4b62a4-ce3f-40a3-b24b-c4d57e953536,2019-03-16,17,1614,711826,75301,0,0
29,5ff17373-e934-4367-a5d2-d5a22417506a,2016-11-05,8,1724,1072634,88260,0,0
48,9be48a6a-6cb7-49fb-b0f6-91117499a551,2014-04-11,15,2971,1496708,93714,1,0
36,36b43a3a-f63e-408f-8470-1e661d6ae546,2016-10-18,7,2454,722494,136516,0,1
31,2264ef17-11db-433f-ae30-39468306c2c3,2019-11-28,2,1616,773479,134767,0,0
38,59c016a2-38e9-4ebc-9dce-2cbf7ce46294,2014-10-15,2,2378,1074727,146134,0,1
42,f03901ff-9c0e-4958-b420-abaa96893de3,2013-08-11,9,2167,1682508,143637,0,0
36,27fb0e7f-c188-4236-9ff3-79129daf898f,2019-10-11,7,1462,835994,64857,0,1
44,d7785fef-dbf4-4142-816d-19fd73361af2,2013-12-25,18,2410,1300179,126743,0,1
35,cb3771bd-2fd5-464a-8707-2a0d09b273be,2010-07-20,7,4336,1456710,226318,0,0
44,5abad09d-6422-48a8-8c9f-58f47bf9724a,2012-02-08,14,3682,2258556,126392,0,1
43,98990014-27e4-4a32-98da-3faddc5a854e,2003-02-07,19,6521,3383014,202299,0,0
39,386200a8-313f-4aba-8bcd-83f789ca4bfa,2013-09-20,19,3707,1513820,203024,0,1
36,3d1ebcd3-ab43-4fd0-adb1-5bee92874275,2011-11-16,5,3561,2269119,173973,0,1
41,6bb8d40f-f9b4-4a05-8e2b-38fca99d275b,2018-01-02,19,2253,932668,119030,0,0
44,c19fe4f5-286c-4678-8aad-a94faba18869,2005-03-17,20,5516,2189319,302761,1,0
56,3a8f7c37-6b5e-43cf-b60e-7160fee0ef73,2016-07-04,2,1810,853309,100346,0,1
47,4d72fcbb-a60b-4ab2-8d9e-fd9764c4e63e,2023-08-22,9,456,190146,26576,0,1
47,70c482fd-b782-4df3-be2e-0f738b7a768d,2019-10-31,6,1514,802064,118209,0,1
60,72cf60e0-4db8-4678-a518-716a08f89ec5,2023-07-16,27,529,273941,23963,0,0
44,207ab7e5-5f07-4c75-8cb0-39f3a46f678b,2001-06-14,13,5173,3047639,121406,0,1
43,41556367-8c13-4c38-b048-a10ff268362f,2001-03-08,11,5546,3915710,137969,0,0
45,897307a7-7d23-47bd-9517-80ed64090109,2005-02-14,19,6065,2436523,253635,3,0
31,8b45d104-b127-4d68-91a7-884617fbdd66,2022-12-23,3,419,229690,35607,0,0
36,2eda88e5-ee7e-49ed-bac2-14ef49dc2882,2009-10-17,6,4228,1378208,182385,0,1
35,6fe929b4-b264-4d0b-a8c3-2aafceda7add,2013-01-06,13,3168,1373255,241610,2,0
45,768400d3-259e-4c1e-8703-2d6c10bdd67c,2015-11-13,25,1927,843931,115219,0,1
38,d0b744fa-90fe-4eb3-80f5-c8b7a69cf52d,2015-02-18,14,2074,1871428,103474,0,0
41,35bbf0ed-7694-43d4-91f2-7a832b7b9728,2010-04-12,4,4480,2094026,148807,0,1
48,8e64301a-ab85-4468-b064-0f79e7fef1a1,2023-06-30,3,308,208833,29577,0,1
46,4bc8724f-d232-4c8e-9f5d-7e995fb1f2d8,2011-02-19,5,4092,2499282,151402,0,1
38,63c60280-4357-4f19-8034-ddf3f2ff8cfa,2010-12-29,8,4104,1272357,142540,0,0
34,aa399c1c-cad8-4e74-9691-1082bda0889a,2021-07-14,3,1007,449551,99634,0,0
49,29a714f7-cac5-4a34-b70d-58e129f15bd8,2011-04-22,27,3360,2581487,156274,1,0
46,8c1cf694-89c5-4de3-ad8f-48d12be6536e,2010-05-01,18,2770,1833867,176313,0,0
27,bba2b72e-69a8-478e-9524-640193ae5084,2019-01-08,3,1841,1224652,136313,1,0
37,9078c890-6b23-4e0b-8e2b-3e30f8baa4e1,2007-10-13,4,3493,2621174,185724,1,0
41,fa778f1c-edeb-4a12-b071-87d05b9fd362,2006-05-13,8,4204,3120873,207166,0,0
46,ae74d7d2-db06-465c-a7b1-b383a09ff486,2008-01-07,12,5503,2860885,174555,2,1
47,7eed4683-6a14-43a4-b39b-89dc5510856d,2008-06-02,19,3796,2141384,214060,0,0
42,97eb038c-f279-47d4-b8e0-7f3bb4f849c7,2010-11-27,2,3135,1619391,163311,0,1
44,a596b05a-2fd2-436e-a9c8-45145b58896e,2011-02-03,21,4571,1751530,202359,0,1
40,4b6a597b-8bb5-402b-9b8f-2090bec72b06,2022-12-24,2,426,216294,28258,0,0
34,a0fbd37a-e25a-43d5-94b2-b6a973ab512c,2014-05-25,3,2219,1355795,110815,0,1
37,e54b79d2-9a16-4875-b329-4a44ccfa02e9,2011-12-31,17,3247,1681454,184012,0,0
40,ece346d3-c068-4d99-ae93-8e09d87fbb5c,2013-12-03,3,3346,1991979,164146,1,1
39,86bc9b2d-47c7-4bba-b0da-f73d8f555a40,2007-08-22,2,5464,2544154,237084,0,1
24,bb4a5418-d3b9-4757-9e16-bbf9bb31b263,2021-06-24,3,1079,725506,72551,0,1
36,b93157e2-291d-4982-af0a-7b83c734a100,2018-05-15,6,2210,439900,200864,0,1
40,a1c25c83-2d87-453e-8d96-67ae0447eb2c,2023-10-10,1,257,128339,21134,0,1
37,0d0d66cd-9121-4e79-ad23-23cc9eb0e91f,2023-02-28,0,547,235390,32971,0,0
38,84c99893-5828-4483-96ef-17d93e5d93c9,2017-11-02,1,1462,1256113,92000,0,1
43,d01dfd79-a837-4a93-b0a7-40033092c54b,2013-07-18,12,3667,1448196,241774,1,0
31,ff6aa8ad-f3e9-417a-b3ab-c543950f8e98,2022-05-02,2,903,240481,43447,0,0
26,448f6a09-ab4f-426f-856e-626a0890c72a,2023-01-12,5,483,257373,46330,0,0
37,0f2e0f1b-b11f-4aef-907c-62aa26a995ae,2020-04-03,15,1490,455766,73013,0,0
46,38b1a921-d389-4292-ae45-b70e3c525db9,2003-11-20,3,5845,1853699,334775,0,0
53,557e326b-ec67-4152-b10f-b284c86a88bf,2001-10-24,11,4607,4348990,154900,2,0
46,546be2da-3d8e-4ec2-bbbb-1591ca017d8a,2014-03-20,3,2963,1287163,154550,1,1
28,bb60664c-c513-439e-b67c-a8aaf1b00b1c,2022-10-15,2,772,315823,32336,0,1
38,eaa64863-0290-4063-82a9-8f123823e0a2,2022-03-04,4,681,374421,52452,0,1
42,cf63307d-0d3a-4d72-85d6-8d2eed8ccfbe,2022-04-02,18,532,350992,22928,0,0
41,fd153998-92f6-45d5-a00c-e70faaa2c401,2015-12-15,7,2996,951161,104013,0,0
44,7b16e9fa-dbd3-43dc-a2d1-c93a65c9582e,2023-01-28,12,507,248088,41675,0,0
32,38bbc58d-86a3-4493-8adb-7771ecf01ae1,2020-03-01,8,1227,688363,105872,0,1
40,886154d7-02e7-4597-91b5-b64c92e4abb5,2004-12-12,17,5796,3422416,139616,1,0
43,b9521e7d-8b3e-4dd8-8d5e-ba299429f205,2012-07-02,7,3430,1969301,196645,0,1
46,d6f187a5-d1be-42ae-8fb3-394f849eeec4,2002-10-17,5,5072,2062970,293884,2,1
33,68c051c7-e24b-448c-8edb-1379fb7fec58,2022-06-27,13,528,419642,32436,0,0
37,91501393-d628-411a-9f19-8c31fba7b137,2019-08-12,5,1685,786935,128058,0,1
20,85f92c39-ec00-4717-a85c-d096a447791b,2024-03-01,0,253,109508,15760,0,1
35,0098278c-3d0b-4c65-93b9-e30b2ad39552,2018-06-02,10,1894,898294,120785,1,1
35,c3aa37d9-db3d-4994-8d5e-9524abf5b418,2014-06-12,8,3305,1549490,108780,1,1
31,de253753-0f1b-40a5-8f65-536090756648,2013-06-08,2,2172,1515525,83885,0,0
41,2041d0c2-e462-4c08-b088-0655d300634a,2012-08-10,3,3869,1781291,226249,0,1
39,3ca9d103-043a-41b2-b59a-1d7eb6325438,2018-05-15,9,1987,697352,131788,0,1
21,5ff8f25d-dcba-44ac-afc5-0e29b57745b1,2023-08-20,1,491,284769,29616,0,0
41,e09c6a2d-e535-45dc-8a3f-140a7235359a,2023-01-08,17,464,153199,44371,0,0
32,7019bd30-2227-48ab-b564-1c8f212c36fa,2022-10-26,9,539,339567,50104,0,0
43,f10cd873-7155-479a-a2b6-e7a3af3e11e8,2024-01-01,21,324,161219,23121,0,1
29,5c95dca6-4fea-4b1f-b656-846537820856,2016-03-19,9,2845,1312292,90903,0,0
40,d2b4152b-7b1f-4715-aa8f-67c72e4d7997,2010-10-01,15,4723,1544384,215204,3,0
37,f1d53261-cba5-4d42-a26c-2a0d490b833b,2019-02-05,1,1477,982875,66613,0,1
42,e94f0587-f638-4aeb-8340-44e2ac2f31fe,2019-04-22,9,1531,730513,92013,0,0
40,29cb5b76-780f-483c-a039-c563b347f3bd,2010-07-07,12,3040,1365055,128745,0,0
37,41b332bd-37d5-4909-9fcf-a9329410f7d9,2008-07-18,10,4719,1592860,161760,1,1
27,fb89ae3b-8000-4094-92c0-307b28627294,2022-01-27,1,942,406413,25088,0,0
28,6634ef86-0e51-4992-a34b-06cfa1a1ef46,2021-08-06,5,1067,289628,69726,1,1
35,b4bfb9dd-a235-42b0-8d82-34004c31c807,2011-05-13,5,3217,2490458,60280,0,1
39,469d9b82-9bad-4049-9838-7646ebec0351,2007-03-16,6,5807,2846473,166737,4,1
35,f65e7e60-a8df-493a-911a-855c07541be6,2010-06-19,13,2942,2663816,158299,0,1
45,111665f1-b015-48f8-be1c-4ec64a18afe3,2016-11-03,10,2120,1482650,89861,0,0
37,bf4d07a6-161b-4b8c-9dd5-91d33c6cb136,2022-02-14,9,801,357572,36450,0,1
32,d6edd8cb-ccd6-4a2a-9833-79667c89947c,2018-11-21,7,1637,642799,96009,0,1
37,0e9e2e74-6e6e-4b2b-a083-bc4b95095780,2019-02-21,10,1766,298712,87775,0,0
41,bab8c519-74b6-4145-bf65-c50349ac8868,2005-08-14,4,5310,2266641,237392,0,0
42,5d0ffdaa-33c5-4728-9208-3029eecc0347,2023-05-12,13,349,323735,16473,0,1
55,4d3ddce8-e84b-4901-a569-cdba9c9402d2,2005-10-18,12,4045,2007402,197567,1,0
34,e5c93dd0-ada9-4c9a-82a5-fd5e7ee86f66,2011-06-28,9,3560,1664365,161358,0,0
39,a349d7dd-6bad-46fd-b5cc-68419d012203,2005-08-15,2,5552,2181618,235681,3,1
43,ade15037-533c-4f0d-a5e0-0ee9d7d9487c,2009-03-23,23,4108,2212357,257234,0,0
39,47a7a278-3770-4067-b0b5-2417ed3c04a4,2006-02-17,15,4464,3148468,178519,4,1
35,6277cede-4a06-437a-89ee-aeb7476819c7,2023-01-12,6,405,176726,29522,0,0
27,68e5efeb-cc93-437d-bfc1-f42e22700cad,2021-08-27,2,1043,310472,55016,1,1
35,5d406fcf-eb13-45c1-9f0a-c42708152cdc,2024-01-14,6,287,193198,19436,0,0
31,875b3422-3aed-49e5-97b6-3bc1fd60c143,2013-05-19,8,3079,1758809,139441,4,1
26,8bc3310f-ba99-4021-aadd-61139d421c8d,2018-10-03,4,1609,770773,95125,0,1
33,b1512309-e94a-41d6-a2e7-dd5e8618a959,2023-10-20,9,301,242310,22381,0,1
31,8fd6ee76-ed76-499c-868a-02e43e3610a2,2023-12-20,10,266,105228,15154,0,0
44,59edd31a-dd07-44bf-8911-cf2079241171,2015-05-14,11,1880,1519275,93079,0,0
44,4e10c9fc-9258-4841-8cd1-163d956872b9,2017-12-19,16,2058,905798,101613,0,1
32,57c2a53c-f193-4a6c-994c-a42687f09844,2014-01-04,5,2480,1623584,113424,0,1
37,ebdd0a4d-5bf9-4b6d-849b-26d7c1dc4dab,2021-06-10,11,842,216277,56354,0,0
25,fe84bcf7-2db0-493c-8164-f9c7b91ee2ac,2020-03-20,2,1621,594762,86396,0,1
36,ca6fae58-a8b4-43a7-a7d1-fed72e7214ad,2015-04-20,13,2357,1473424,170706,1,1
43,f0fd6eb3-b386-4cc9-8303-d286f67ad549,2015-06-29,0,2488,1218650,224969,0,0
46,0678f740-1977-47c3-aa9c-83c20b850df6,2020-05-19,5,1143,786890,57756,0,0
34,685e6185-d7d0-4088-85c0-eecfa23a11f5,2010-03-17,4,3365,2446027,163272,0,0
48,479e5fef-bf80-40cf-87f3-bd5b276b045c,2006-11-16,27,3355,1825743,225395,0,0
27,862fd3dd-3c85-4acf-a81f-1003b768cdad,2021-02-03,4,1251,618472,68690,0,1
30,e2839d93-d357-4dfa-ac5a-1c3d4d645b1a,2020-06-16,4,1184,465139,54782,0,0
45,2aa2d70b-35be-4b72-bd81-66f44092c7ca,2001-07-16,10,6799,3057437,319333,1,0
53,8990b995-c71f-4789-9e96-e34767e1068d,2000-05-14,15,8001,3645354,201901,3,0
43,6cf93c9d-8037-4359-9c43-9adc0477dbb8,2005-07-10,20,3595,2031514,201620,2,0
39,559ef0a5-43eb-4e74-843b-057e8264e0a4,2012-06-19,19,3571,1915281,222085,0,0
22,8f04f13a-01a1-4442-852d-e750d70d2920,2022-05-23,2,554,313595,42040,0,0
23,ade3510f-4982-4d32-9d81-c086dc1c4ee2,2023-04-09,3,472,210052,29856,0,0
41,658ddd54-8b90-48f3-b055-ed0f0bc50517,2009-05-26,4,4829,2340811,141970,0,0
37,83171183-ded2-4200-be5b-94bf325210e0,2017-04-18,4,1519,813693,79982,0,0
31,7913ff84-9353-4593-bd66-8fe038cd5c11,2017-07-28,7,2484,773814,182392,0,0
40,34f6fd6f-eabf-43c1-8517-97f9a38a3a8f,2004-03-20,13,5603,3315120,213032,0,0
40,f3435a70-c6a1-4ed6-b21d-5125f71a2025,2004-06-27,4,4969,2708785,196084,0,1
47,d378232d-89a5-48ff-a545-15d5ed189874,2010-05-03,20,2750,1265559,226485,0,1
41,e5d07a0d-414c-490d-9219-b4a8420f6959,2012-02-15,4,3499,1993083,153906,0,1
49,970808fb-cd3a-407e-a679-0e7be4aa9f00,1998-02-28,7,6883,3131225,307514,1,0
40,9d65de97-2042-492a-aa25-c5c30e633a09,2004-06-19,6,4431,1797457,240539,1,1
39,a0a10b92-350f-46b7-beb2-d9da7217ec17,2009-05-20,16,4012,861226,343500,0,1
48,dbb64aa5-7a05-49e8-81e8-a8eb1677d0d2,2022-05-05,21,520,435363,38907,0,1
32,a12ab3da-d175-496f-a85c-9fa7d456817e,2020-04-18,6,1599,499985,96710,0,1
60,89656146-95b0-40c7-81b1-6271bc4b8797,1998-03-08,33,6236,2468602,264703,6,1
43,94e86106-bd13-44d2-a19c-dc10db225e59,2006-07-04,19,4716,2733852,187356,0,0
43,832da13a-7789-4d2c-a93a-0474d287105d,2007-02-08,9,5368,2733800,155053,2,1
44,e1f7e2da-dc35-4f74-b040-1acb4b03a5e2,2008-02-23,19,4880,1784189,149905,1,0
55,673f4e24-7526-4678-8fc5-abf42be83878,2012-02-18,7,4071,2013533,185164,1,0
46,a299ee64-8a90-4e29-85e0-e6ce2dc788c7,2013-09-09,13,3673,2155814,127053,0,0
27,f4a7db8a-0390-4608-ab72-6a7e970b7358,2018-07-05,0,1399,1112749,69246,0,0
51,1b07ea7d-391d-4a9b-9c11-9725b131b968,2015-08-27,13,2279,1546918,115852,1,1
37,4b104cd9-f5a1-4040-8df6-f0c73d79da33,2012-07-13,9,3574,1730851,171944,1,0
40,3bf6ad39-8ef2-4ece-8ce1-ac34b091355b,2009-08-26,1,2935,1781971,156594,0,1
29,9b82ac53-4864-4bf5-a257-6d86a0199cc3,2016-07-27,4,2469,1084615,192051,0,0
44,2193bdef-3a51-4b23-8407-ce09217d993d,2016-06-29,16,1589,1220116,106586,0,0
34,196dd5c4-32b2-422c-bc23-ac09ef610afb,2013-10-14,9,3597,1036502,294475,6,1
40,f05ba0f6-ac96-4c2a-afba-928bb8ec0fba,2022-01-14,1,899,329409,49956,0,1
37,c02e0318-0238-490e-88e2-bb1686129dfc,2021-10-27,1,886,287887,66877,0,0
55,5fc35991-eb84-4151-9b2f-78533dafd194,2012-01-27,12,3211,1763672,144144,1,0
55,81944a1d-7b99-4e90-a74b-d529c04b20ae,2022-07-26,30,849,338455,45122,0,0
40,30767806-a0f7-4b5e-9a73-2869e8611295,2005-03-23,18,5787,2168755,375275,0,1
40,fb5eb692-a27b-494a-aa99-df0cbec1c940,2006-02-21,6,5717,2887866,153325,1,1
37,d678609a-3f67-4d75-8acb-1bf1a485e63a,2023-05-03,12,554,177976,15664,0,0
48,394f741c-47ff-4245-813e-534ea7a93b59,2000-09-16,16,4544,2633271,177657,0,0
37,bcda2a5c-15c5-4d76-9899-78304266386f,2015-07-10,17,1838,1452621,50823,0,0
36,514e4b58-e971-4e75-b0b1-40f4c026ffcc,2012-12-10,1,2586,1894098,100225,0,1
47,d96ad265-bccb-4c30-826f-c8c90f650b11,2000-03-27,15,6938,2607143,210165,2,0
35,8ddee877-c811-4fbd-815c-cbd998eacd89,2015-07-09,9,2640,1298448,139999,0,1
39,7b0d81b3-b07b-4cd5-960b-2187a4405497,2021-12-16,6,737,336891,22665,0,1
27,7fb354bc-4cda-4858-9b29-6f762d7e6911,2024-02-24,0,329,123992,27557,0,1
45,d1cccf48-a56a-451e-ab91-d6fc4119d768,2011-10-02,1,2631,1771022,73868,0,1
55,b8610c19-2684-4a96-a8d3-607035f05174,1996-08-28,16,8440,4110962,163350,4,1
45,128408c5-6c23-4fba-8fa6-9b73e5739d3e,2009-11-10,18,3870,2098512,163387,0,1
51,6a02c8df-b91a-41ec-92d1-975393ce4d4f,2013-05-11,22,2878,1603430,177844,0,1
33,e07d0bab-e5f4-4518-9175-91635cf1f190,2023-10-07,2,260,134760,18400,0,0
41,fe545bdf-79b2-4b7a-9224-99256ea05533,2004-12-18,18,5836,2811476,267113,0,0
32,1b6a0e7f-f3e8-4054-8d71-a75cf669b56c,2020-03-30,4,1453,708171,76783,0,0
38,fc152833-3753-4bd5-8087-225776748f9a,2011-06-28,18,3134,2023548,134259,0,1
46,48dfd44e-aa28-4c6b-8d04-12404c7d606d,2006-02-16,3,4914,2033324,250238,6,1
40,5560412b-1a7b-4f78-bdfa-ecda729afe3d,2019-02-03,17,1647,938761,116741,0,1
28,d8ab7d53-4438-4f54-a81c-93fc57790bee,2023-08-28,8,356,134786,27826,0,0
29,af5aaefd-791c-4def-bc78-0ef69e90796b,2020-09-14,8,1215,514005,79693,0,1
28,7f972597-d46a-464b-b0ab-11e615c48cf7,2021-08-18,7,869,423394,57071,0,0
43,f25f89e9-9ffa-4355-b860-3de0bbc32475,2008-01-27,8,5314,1554552,251343,1,0
56,78c0fd5f-8c6e-42db-821b-1e8960b3e9a8,2000-05-29,26,7119,2954411,265954,6,1
50,f7bbd715-a216-4bc1-942b-79ebaae7cff3,2017-09-20,17,1479,999826,130518,0,1
24,ffbb219f-9816-4151-a427-5849f294162b,2022-01-20,2,931,231673,55427,0,1
51,866319af-784e-4a33-9053-e7f93c2abfaf,2022-12-28,31,504,252829,29217,0,0
47,f77da2f4-f4bd-47d6-ad97-050cb2cf9a66,2018-05-21,8,2164,520276,114988,0,1
27,b1cf2008-b384-4bba-8f33-a334893833a3,2018-11-02,3,1713,1186289,101243,0,0
37,e18b82de-9a4a-4995-a595-bf0dfbeb1239,2010-09-08,16,2702,1940692,66368,0,0
48,ca389fbe-005e-4e8d-92ee-3c740773bde4,2002-06-11,8,6587,2988190,211655,0,1
44,9cdc7532-5644-479a-9078-657132abc4e8,2020-10-01,3,890,594128,66754,0,1
29,d58256cf-4102-4d7e-9e26-9afc11354444,2019-03-18,3,1850,866436,89689,0,1
44,eac43d04-4523-4435-84ba-3e044f69fd94,2014-01-11,18,3576,1741702,167895,2,1
22,4df70c91-c137-473c-a449-f0c50866f5eb,2022-03-09,2,846,244708,81885,0,0
38,59231ad4-7d0b-4bdc-98c3-8878c496a143,2012-05-26,2,3324,2120343,162440,2,1
49,f25bef51-c69a-4b73-8784-233a09d3e78b,1997-01-23,18,7603,4615372,62917,0,0
40,208a44c0-9e1e-4e03-83fa-9158eac763b3,2021-04-05,11,957,491531,38077,0,1
36,ae2cab04-9184-46c1-bedc-25e9c0bb85a8,2016-12-15,11,1599,1020824,87646,0,0
47,ed750106-96b4-4251-9440-337080c3b94d,2003-05-07,18,6945,811077,312101,0,0
47,54102636-9dba-467a-b9ca-5dadda9ebb51,2014-03-29,26,2520,999418,148090,0,0
50,1381f8ef-510b-434e-8295-c712f77acee5,2005-11-01,10,4413,2764046,172296,1,1
46,7177abda-87cf-4fe8-a84b-8714f5441f5f,2010-11-14,8,3010,2328823,184513,0,0
48,381cd5b6-e0ef-44c9-951b-b8d7908135b0,1996-05-30,16,9419,4288039,88379,0,0
45,4f655405-7141-45fc-ad64-b9a264300461,2019-10-28,11,1711,671032,93887,0,0
42,fbc988d7-a930-459c-b4eb-79b5dbed89b6,2003-08-09,10,5038,3969549,164337,2,1
40,f0167b58-150a-4ffc-88cc-4d7c2fdb55f5,2016-02-21,1,1990,1418644,117001,0,1
38,577a8d7b-957c-4c3b-bd65-f2ee525eac78,2015-10-01,2,2827,1095300,156998,1,0
30,3f3c7877-8cd4-4b0c-aa21-0d929445cd8a,2018-11-19,10,1534,1203360,33443,0,1
32,349c58b3-446f-4de1-9d27-5240b5ab8c38,2020-12-25,0,1354,400542,84447,1,1
37,1b762371-782c-4c52-8009-279c3b335ca0,2007-10-18,10,5458,1473411,254730,0,0
41,c196eb0d-329a-4265-88b2-14b7641f53fd,2005-01-14,16,5908,2325206,288804,0,0
51,fe413c25-ab1a-49c6-a989-b3431bc80b69,1995-12-21,0,5715,3084899,291328,0,1
39,baa62397-de44-4ffe-8cf0-5c727dc5080e,2005-03-28,4,5683,2334822,246004,0,0
48,29c3b99f-ccc3-405d-8c90-d7b25f1cdb00,2005-06-04,10,6452,2983838,202699,0,0
48,d031fad8-4ccf-4118-8e1f-df48c740a436,2011-07-12,14,3234,1729809,218508,1,0
38,3f366de8-9dd2-4b03-962c-8c36af6e01d1,2008-11-11,6,5076,2079948,271353,0,0
44,ffb09252-9da8-4e5f-bf35-eaaf0de1b39f,2023-08-06,16,380,203246,26050,0,0
38,035e54b9-e99a-42bd-bb21-7d37eff3b882,2009-02-26,4,5195,964836,432308,0,1
50,263e179d-faa9-43af-8308-280563cca2ee,2009-10-03,0,4285,1287569,189507,0,1
45,2dba6384-d508-41fb-a882-8a20e127d2d7,2007-05-07,0,3505,2077191,124681,0,1
30,fa33be37-1e85-4059-8f4b-e8e72d954cd5,2020-06-05,3,1196,488838,73156,0,1
41,79c7f93b-ece1-400c-aec4-9aca3cc59169,2016-06-06,7,1658,1057347,87797,0,0
53,d9c8d4ee-4024-4196-a3a4-b6888ec80b44,2023-04-01,32,460,323631,11129,0,0
38,94ac410a-2dca-4771-af63-ae7e0fc2bc4a,2016-07-17,0,2727,1083394,121065,2,1
43,1317dba8-3da6-429b-8bfd-6705fb070c84,2014-10-12,12,2248,926351,142609,2,1
44,096dad80-8e4b-4554-8623-cfc0f9aabd6d,2018-10-10,14,2054,668812,117148,0,1
31,6996016e-eacf-4d8b-b6ab-0857d9e94509,2021-06-12,8,733,661136,36076,0,0
44,715155b5-eb19-4d94-8d05-e6ef8ec96a48,2010-02-26,15,4198,2590790,163795,0,0
28,89529c7d-4e0f-4d9d-804a-a643e49b9a29,2021-08-17,0,1145,513789,70475,0,1
34,56476a9b-b860-41f7-a3d3-14595a48787a,2012-07-20,9,3508,1036581,227856,3,1
48,22c05001-9881-49f0-8189-a9b0e8e8d2c8,2021-01-18,9,1291,562940,64304,0,1
42,46320b70-d997-4d7c-afbb-ad59a9cba52c,2011-06-20,17,4484,1904620,231832,2,0
37,bffca4ac-947d-4f41-988b-b257783a3768,2021-06-12,3,1027,478074,45571,0,0
43,65de9d5c-8a3f-4ba5-8a05-0fbb3bfa3c42,2012-01-10,17,3901,1460811,169159,7,1
39,60bb7c21-ce15-490b-bd55-c712202d820d,2013-09-04,12,2151,1346872,173052,0,0
40,d90c1ce9-24a7-407e-8164-8c093ddb78d6,2011-05-01,13,3390,1509951,131193,1,0
45,e52283b2-cb45-4f48-bfd4-c7de7624cc46,2013-06-27,4,2624,1102050,124144,0,0
34,aaef596d-c51c-4fe9-b91e-6d37da87ddc7,2017-01-14,10,2462,1363140,85192,0,0
40,0673d68e-1edc-4e28-a647-1b920623e4d6,2020-07-20,15,1299,708685,60231,0,0
37,01cf19ac-2607-4214-bef1-9f13d36025d6,2016-04-19,8,2414,1059491,137599,0,1
27,34f34912-2b93-4f56-97b8-08d9993e0ce7,2021-07-22,2,1150,498433,81182,0,1
32,ec7bfbd0-696f-4c77-9210-bed38cac5ca4,2016-03-06,2,1757,1251019,99251,1,0
52,3e615a5e-ba20-4168-83fe-9e28d8fea0d7,2011-07-26,9,4378,2669418,134821,2,1
43,a248c5f2-81c6-4aa1-b85c-d5555fa7ed83,2006-04-03,18,3731,2899596,114124,0,1
29,146939fb-8419-4876-a90e-67a5608c9660,2020-05-02,4,1126,735202,54837,0,1
27,1a6213b3-bfe8-4c65-a386-a4234d8e181c,2022-07-08,5,727,341388,27856,0,0
39,fa102199-2d00-4a20-a215-bd7603d36251,2018-12-20,14,1440,713401,101853,0,0
52,f46c4f92-55c4-4997-acb6-2069dfcb4e60,2022-11-08,22,652,388760,48455,0,0
38,89c8e194-6634-4bf7-94c3-68f9115d89ad,2014-06-15,12,3169,1573335,151840,0,1
50,4ca44a44-1f66-4bca-b1b1-3067e275c48c,2000-02-02,18,7614,2597828,305910,0,0
42,f0bbe823-3097-4be7-af73-9e065a1db5ac,2007-04-05,11,3739,2526462,209936,3,0
43,8b137fb5-8f1a-4ef0-b1bb-c0553d89f942,2014-02-07,4,2314,1684643,124981,0,1
29,36f57791-b7b9-43d4-a81e-9090d2e226a9,2022-05-27,8,525,183974,45786,0,0
47,bf18934a-d9e1-4981-8147-f042948aa00c,2000-11-13,26,6179,2451079,195104,0,0
37,7095ab67-f028-43da-87f3-3fe6c1c52649,2023-03-15,8,397,271758,23165,0,0
46,3a9ed09f-a776-47ca-b719-2f98052214b1,2013-10-17,25,2605,814166,135605,1,1
33,49ed5382-7ac2-4e9a-b941-84866088da36,2013-01-14,13,3703,924374,238039,1,0
41,89ffdcf3-9599-4df4-a15b-7b4a9f14f5c1,2015-12-01,10,2970,1109210,100088,1,0
